source	ec_number	kcat_value	kcat_value_end	kcat_unit	substrate	organism	uniprot_id	bigg_reaction_ids	bigg_match_basis	substrate_mnx	product_mnx	pH	temperature_C	buffer	cellular_location	sabiork_entry_id	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id	parameter.name	param_type	substrate_from_param	parameter.standardDeviation	Product
SABIO-RK	3.2.1.23	750.0		1/s	o-Nitrophenyl-beta-D-galactoside;H2O	Escherichia coli	P00722	LACZ	ec:1.00+uniprot:1.00=2.00	MNXM165991	MNXM112;MNXM3468	7.0	25.0	[30 mM TES, 140 mM NaCl, 1 mM MgSO4, 30 mM TES, 140 mM NaCl, 1 mM MgSO4]	[unknown, unknown, unknown, unknown, unknown]	45279	7242			1969405.0	kcat	kcat		-	o-Nitrophenol;beta-D-Galactose
SABIO-RK	3.2.1.23	90.0		1/s	H2O;p-Nitrophenyl-beta-D-galactoside	Escherichia coli	P00722	LACZ	ec:1.00+uniprot:1.00=2.00	MNXM166459	MNXM112;MNXM526	7.0	25.0	[30 mM TES, 140 mM NaCl, 1 mM MgSO4, 30 mM TES, 140 mM NaCl, 1 mM MgSO4]	[unknown, unknown, unknown, unknown, unknown]	45294	7239			1969405.0	kcat	kcat		-	beta-D-Galactose;p-Nitrophenol
SABIO-RK	3.2.1.23	82.5		1/s	o-Nitrophenyl-beta-D-galactoside;H2O	Escherichia coli	P00722	LACZ	ec:1.00+uniprot:1.00=2.00	MNXM165991	MNXM112;MNXM3468	7.0	25.0	[30 mM TES, 140 mM NaCl, 10 mM EDTA, 30 mM TES, 140 mM NaCl, 10 mM EDTA]	[unknown, unknown, unknown, unknown, unknown]	45305	7242			1969405.0	kcat	kcat		-	beta-D-Galactose;o-Nitrophenol
SABIO-RK	4.1.2.17	19.3		1/s	L-Fuculose 1-phosphate	Escherichia coli	P0AB87	FCLPA	ec:1.00+uniprot:0.50+metabolites:0.17=1.67	MNXM731750	MNXM732880;MNXM77	7.5	37.0	[60 mM Tris, 60 mM KCl, 0.2 mM NADH, 0.004 units/Âµl Glycerol 3-phosphate dehydrogenase, 60 mM Tris, 60 mM KCl, 0.2 mM NADH, 0.004 units/Âµl Glycerol 3-phosphate dehydrogenase]	[unknown, unknown, unknown, unknown]	45345	2229	R02262		10821675.0	kcat	kcat		2E0	Glycerone phosphate;L-Lactaldehyde
SABIO-RK	4.1.2.4	68.0		1/s	2-Deoxy-D-ribose 5-phosphate	Escherichia coli	P0A6L0	DRPA	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM732594	MNXM1372045;MNXM75	7.5	25.0	[50 mM Triethanolamine hydrochloride, 1.6 U/ml alpha-Glycerophosphate dehydrogenase/Triosephosphate isomerase, 0.3 mM NADH, 50 mM Triethanolamine hydrochloride, 1.6 U/ml alpha-Glycerophosphate dehydrogenase/Triosephosphate isomerase, 0.3 mM NADH]	[unknown, unknown, unknown, unknown]	45510	64	R01066	R-SSC-6787321;R-HSA-6787321;R-MMU-6787321;R-TGU-6787321;R-CFA-6787321;R-DME-6787321;R-RNO-6787321;R-BTA-6787321;R-DRE-6787321;R-XTR-6787321;R-PFA-6787321;R-GGA-6787321;R-CEL-6787321	12467706.0	kcat	kcat		1E0	D-Glyceraldehyde 3-phosphate;Acetaldehyde
SABIO-RK	4.1.2.4	0.107		1/s	2-Deoxy-D-ribose	Escherichia coli	P0A6L0	DRPA	ec:1.00+uniprot:1.00+metabolites:0.17=2.17		MNXM435;MNXM75	7.5	25.0	[50 mM Triethanolamine hydrochloride, 1.6 U/ml alpha-Glycerophosphate dehydrogenase/Triosephosphate isomerase, 0.3 mM NADH, 50 mM Triethanolamine hydrochloride, 1.6 U/ml alpha-Glycerophosphate dehydrogenase/Triosephosphate isomerase, 0.3 mM NADH]	[unknown, unknown, unknown, unknown]	45511	12969			12467706.0	kcat	kcat		5E-3	D-Glyceraldehyde;Acetaldehyde
SABIO-RK	4.1.2.52	353.46		1/s	4-Hydroxy-2-oxopentanoate	Escherichia coli	Q47098	F6PA;FBA3;HOPNTAL	ec:1.00=1.00	MNXM23;MNXM75	MNXM1364819	8.0	25.0	[100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase, 100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	45525	1109	R00750		15996099.0	kcat	kcat		5.7E0	Acetaldehyde;Pyruvate
SABIO-RK	4.1.2.52	229.36		1/s	4-Hydroxy-2-oxohexanoate	Escherichia coli	Q47098	F6PA;FBA3;HOPNTAL	ec:1.00=1.00	MNXM23;MNXM821	MNXM728765	8.0	25.0	[100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase, 100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	45526	4907	R05298		15996099.0	kcat	kcat		3.65E0	Propanal;Pyruvate
SABIO-RK	4.1.2.52	0.55		1/s	3-Deoxy-D-manno-octulosonate	Escherichia coli	Q47098	HOPNTAL	ec:1.00+metabolites:0.17=1.17	MNXM734869	MNXM23;MNXM544	8.0	25.0	[100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase, 100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	45527	1726	R01576		15996099.0	kcat	kcat		1E-2	Pyruvate;D-Arabinose
SABIO-RK	4.1.2.52	866.79		1/s	Oxaloacetate	Escherichia coli	Q47098	HOPNTAL	ec:1.00+metabolites:0.17=1.17	MNXM46	MNXM13;MNXM23	8.0	25.0	[100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase, 100 mM Sodium HEPES, 0.3 mM NADH, 30 units/ml L-Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	45528	149	R00217		15996099.0	kcat	kcat		6.52E0	Pyruvate;CO2
SABIO-RK	4.1.2.52	350.0		1/s	4-Hydroxy-2-oxopentanoate	Escherichia coli	Q47098	F6PA;FBA3;HOPNTAL	ec:1.00=1.00	MNXM23;MNXM75	MNXM1364819	8.0		[100 mM Sodium HEPES, 0.3 mM NADH, 30 U/ml L-lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	45623	1109	R00750		18775708.0	kcat	kcat		6E0	Acetaldehyde;Pyruvate
SABIO-RK	4.2.1.80	450.0		1/s	2-Hydroxy-2,4-pentadienoate;H2O	Escherichia coli	P77608	OP4ENH	ec:1.00+uniprot:1.00=2.00	MNXM1107795	MNXM1364819	6.0	25.0	[50 mM Potassium phosphate, 100 ÂµM 2-Hydroxy-6-ketonona-2,4-diene 1,9-dioic acid, 0.1 U/ml 2-Hydroxy-6-ketonona-2,4-diene 1,9-dioic acid 5,6-hydrolase (MhpC), 50 mM Potassium phosphate, 100 ÂµM 2-Hydroxy-6-ketonona-2,4-diene 1,9-dioic acid, 0.1 U/ml 2-Hydroxy-6-ketonona-2,4-diene 1,9-dioic acid 5,6-hydrolase (MhpC)]	[unknown, unknown, unknown, unknown, unknown]	45784	2507	R02601		9492273.0	kcat	kcat		-	4-Hydroxy-2-oxopentanoate
SABIO-RK	4.3.1.1	1.023333		1/s	L-Aspartate	Escherichia coli	P0AC38	ASPT	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM1364497	MNXM737340	7.0	30.0	[30 mM HEPES, 30 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	45827	922	R00490		8119980.0	kcat	kcat		3.666667E-2	Fumarate;NH3
SABIO-RK	3.2.1.23	600.0		1/s	H2O;o-Nitrophenyl-beta-D-galactoside	Escherichia coli	P00722	LACZ	ec:1.00+uniprot:1.00=2.00	MNXM165991	MNXM112;MNXM3468	7.0	25.0	[30 mM TES, 145 mM NaCl, 1 mM MgSO4, 30 mM TES, 145 mM NaCl, 1 mM MgSO4]	[unknown, unknown, unknown, unknown, unknown]	45881	7242			12578395.0	kcat	kcat		1.1E1	beta-D-Galactose;o-Nitrophenol
SABIO-RK	3.2.1.23	90.0		1/s	H2O;p-Nitrophenyl-beta-D-galactoside	Escherichia coli	P00722	LACZ	ec:1.00+uniprot:1.00=2.00	MNXM166459	MNXM112;MNXM526	7.0	25.0	[30 mM TES, 145 mM NaCl, 1 mM MgSO4, 30 mM TES, 145 mM NaCl, 1 mM MgSO4]	[unknown, unknown, unknown, unknown, unknown]	45886	7239			12578395.0	kcat	kcat		1E0	p-Nitrophenol;beta-D-Galactose
SABIO-RK	2.7.1.33	1.07		1/s	ATP;(R)-Pantothenate	Escherichia coli		DXYLK;PFK_3;PNTK	ec:1.00+metabolites:0.29=1.29	MNXM1371612;MNXM3	MNXM40333;MNXM735771	7.6	25.0	[50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase, 50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	46058	2868	R03018		12372838.0	kcat	kcat		4E-2	D-4'-Phosphopantothenate;ADP
SABIO-RK	2.7.1.33	1.18		1/s	N-Pentylpantothenamide;ATP	Escherichia coli		DXYLK;PFK_3;PNTK	ec:1.00+metabolites:0.42=1.42	MNXM3	MNXM40333	7.6	25.0	[50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase, 50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	46059	12943			12372838.0	kcat	kcat		7E-2	N-Pentylpantothenamide 4-phosphate;ADP
SABIO-RK	2.7.7.3	12.3		1/s	4'-Phosphopantetheine;ATP	Escherichia coli		PTPATi	ec:1.00+metabolites:0.50=1.50	MNXM3;MNXM373	MNXM11;MNXM1104543	7.6	25.0	[50 mM Tris-HCl, 1.0 mM Dithiothreitol, 10 mM MgCl2, 20 mM KCl, 50 mM Tris-HCl, 1.0 mM Dithiothreitol, 10 mM MgCl2, 20 mM KCl]	[unknown, unknown, unknown, unknown, unknown]	46060	2884	R03035	R-ATH-196754;R-OSA-196754;R-CEL-196754;R-DRE-196754;R-DDI-196754;R-SSC-196754;R-TGU-196754;R-RNO-196754;R-XTR-196754;R-SCE-196754;R-CFA-196754;R-BTA-196754;R-GGA-196754;R-MMU-196754;R-PFA-196754;R-DME-196754;R-HSA-196754	12372838.0	kcat	kcat		1.5E0	Dephospho-CoA;Diphosphate
SABIO-RK	2.7.7.3	14.8		1/s	ATP;N-Pentylpantothenamide 4-phosphate	Escherichia coli		AP4AS	ec:1.00+metabolites:0.50=1.50	MNXM3	MNXM11	7.6	25.0	[50 mM Tris-HCl, 1.0 mM Dithiothreitol, 10 mM MgCl2, 20 mM KCl, 50 mM Tris-HCl, 1.0 mM Dithiothreitol, 10 mM MgCl2, 20 mM KCl]	[unknown, unknown, unknown, unknown, unknown]	46061	13039			12372838.0	kcat	kcat		9E-1	Diphosphate;3'-Dephospho-ethyldethia-CoA
SABIO-RK	2.7.1.24	4.01		1/s	Dephospho-CoA;ATP	Escherichia coli		DPCOAK;DXYLK;PFK_3	ec:1.00+metabolites:0.29=1.29	MNXM1104543;MNXM3	MNXM40333;MNXM727276	7.6	25.0	[50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase, 50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	46062	48	R00130	R-DRE-196773;R-PFA-196773;R-CEL-196773;R-RNO-196773;R-BTA-196773;R-SSC-196773;R-TGU-196773;R-OSA-196773;R-CFA-196773;R-DME-196773;R-GGA-196773;R-ATH-196773;R-XTR-196773;R-HSA-196773;R-SCE-196773;R-MMU-196773;R-DDI-196773	12372838.0	kcat	kcat		2.4E-1	Coenzyme A;ADP
SABIO-RK	2.7.1.24	12.0		1/s	ATP;3'-Dephospho-ethyldethia-CoA	Escherichia coli		DPCOAK;DXYLK;PFK_3	ec:1.00+metabolites:0.42=1.42	MNXM3	MNXM40333	7.6	25.0	[50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase, 50 mM Tris-HCl, 0.3 mM NADH, 0.5 mM Phosphoenolpyruvate, 10 mM MgCl2, 20 mM KCl, 0.01 units/Âµl Pyruvate kinase, 0.01 units/Âµl Lactic dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	46063	13040			12372838.0	kcat	kcat		1E0	ADP;Ethyldethia-coenzyme A
SABIO-RK	5.4.4.2	1.333333		1/s	Chorismate	Escherichia coli	P38051	ICHORS_copy1	ec:1.00+uniprot:1.00+metabolites:1.00=3.00	MNXM337	MNXM799	7.9	37.0	[200 mM Tris-HCl, 200 mM Tris-HCl]	[unknown, unknown, unknown, unknown]	46165	1829	R01717		9150206.0	kcat	kcat		-	Isochorismate
SABIO-RK	5.4.4.2	2.933333		1/s	Chorismate	Escherichia coli	P38051	ICHORS_copy1	ec:1.00+uniprot:1.00+metabolites:1.00=3.00	MNXM337	MNXM799	7.9	37.0	[200 mM Tris-HCl, 200 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	46166	1829	R01717		9150206.0	kcat	kcat		-	Isochorismate
SABIO-RK	2.6.1.62	0.08		1/s	S-Adenosyl-L-methionine;8-Amino-7-oxononanoate	Escherichia coli	P12995	AMAOTr	ec:1.00+uniprot:1.00+metabolites:0.67=2.67	MNXM1363767;MNXM726864	MNXM1140;MNXM733832				[unknown, unknown, unknown, unknown, unknown]	46210	3057	R03231		16042602.0	kcat	kcat		-	7,8-Diaminononanoate;S-Adenosyl-4-methylthio-2-oxobutanoate
SABIO-RK	4.1.2	205.4		1/s	Acetaldehyde;Pyruvate	Escherichia coli	Q47098	DDPGALA	ec:0.75+metabolites:0.17=0.92	MNXM23;MNXM75	MNXM1364819	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46497	1109	R00750		20364820.0	kcat	kcat		5.2E0	4-Hydroxy-2-oxopentanoate
SABIO-RK	4.1.2	175.5		1/s	Pyruvate;Glycolaldehyde	Escherichia coli	Q47098	DDPGALA;DHNPA2r;EDA;GLCRAL;HOPNTAL	ec:0.75+metabolites:0.17=0.92	MNXM727325	MNXM23;MNXM734590	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46498	1875	R01782		20364820.0	kcat	kcat		8.8E0	2-Dehydro-3-deoxy-D-xylonate
SABIO-RK	4.1.2	358.4		1/s	Propanal;Pyruvate	Escherichia coli	Q47098	DDPGALA	ec:0.75+metabolites:0.17=0.92	MNXM23;MNXM821	MNXM728765	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46499	4907	R05298		20364820.0	kcat	kcat		3.5E0	4-Hydroxy-2-oxohexanoate
SABIO-RK	4.1.2	132.5		1/s	Butanal;Pyruvate	Escherichia coli	Q47098	DDPGALA;EDA;GLCRAL;HOPNTAL	ec:0.75+metabolites:0.17=0.92		MNXM1017;MNXM23	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46500	12860			20364820.0	kcat	kcat		4.6E0	4-Hydroxy-2-oxoheptanoate
SABIO-RK	4.1.2	5.6		1/s	Pyruvate;Glyceraldehyde	Escherichia coli	Q47098	DDPGALA;EDA;GLCRAL;HOPNTAL	ec:0.75+metabolites:0.17=0.92	MNXM440	MNXM23;MNXM435	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46501	7705			20364820.0	kcat	kcat		4.2E-1	2-Dehydro-3-deoxy-D-gluconate
SABIO-RK	4.1.2	64.9		1/s	Pyruvate;2-Methylpropanal	Escherichia coli	Q47098	DDPGALA	ec:0.75+metabolites:0.17=0.92	MNXM23;MNXM5189		8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46502	13094			20364820.0	kcat	kcat		2.7E0	4-Hydroxy-2-oxo-5-methylhexanoate
SABIO-RK	4.1.2	203.8		1/s	Succinate semialdehyde;Pyruvate	Escherichia coli	Q47098	DDPGALA	ec:0.75+metabolites:0.17=0.92	MNXM172;MNXM23	MNXM1371234	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46503	1783	R01645		20364820.0	kcat	kcat		7.7E0	4-Hydroxy-2-oxo-heptandioate
SABIO-RK	4.1.2	219.5		1/s	Pyruvate;Acetaldehyde	Escherichia coli	Q47098	DDPGALA	ec:0.75+metabolites:0.17=0.92	MNXM23;MNXM75	MNXM1364819	8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46506	1109	R00750		20364820.0	kcat	kcat		5.9E0	4-Hydroxy-2-oxopentanoate
SABIO-RK	4.1.2	21.9		1/s	2-Oxobutyrate;Acetaldehyde	Escherichia coli	Q47098	CPH4S;DDPGALA;DHNPA2r;DRPA;EDA;F6PA;FBA;FBA3;FCLPA;GLCRAL;HOPNTAL;RMPA;TGBPA;THRA;TRPS3	ec:0.75=0.75	MNXM159;MNXM75		8.0	25.0	[100 mM HEPES, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	46507	13096			20364820.0	kcat	kcat		6E-1	5-Hydroxy-2-oxohexanoate
SABIO-RK	1.1.1.42	76.2		1/s	NADP+;Isocitrate	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM89661	MNXM1;MNXM13;MNXM1368744;MNXM738702	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	46976	269	R00267		7761851.0	kcat	kcat		-	NADPH;CO2;2-Oxoglutarate;H+
SABIO-RK	1.1.1.42	38.3		1/s	NADP+;Isocitrate	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM89661	MNXM1;MNXM13;MNXM1368744;MNXM738702	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	46977	269	R00267		7761851.0	kcat	kcat		-	2-Oxoglutarate;CO2;NADPH;H+
SABIO-RK	1.1.1.42	789.0		1/s	Isocitrate;NADP+	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM89661	MNXM1;MNXM1093495;MNXM738702	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	46982	242	R01899		7761851.0	kcat	kcat		-	H+;Oxalosuccinate;NADPH
SABIO-RK	1.1.1.42	20.6		1/s	Oxalosuccinate	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.12=2.12	MNXM1093495	MNXM13;MNXM1368744	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown]	46985	241	R00268		7761851.0	kcat	kcat		-	2-Oxoglutarate;CO2
SABIO-RK	1.1.1.42	28.3		1/s	Oxalosuccinate	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.12=2.12	MNXM1093495	MNXM13;MNXM1368744	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown]	46986	241	R00268		7761851.0	kcat	kcat		-	CO2;2-Oxoglutarate
SABIO-RK	1.1.1.42	1.41		1/s	NADPH;H+;Oxalosuccinate	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM89661	MNXM1;MNXM1093495;MNXM738702	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	46989	242	R01899		7761851.0	kcat	kcat		-	Isocitrate;NADP+
SABIO-RK	1.1.1.42	1.72		1/s	NADPH;Oxalosuccinate;H+	Escherichia coli	P08200	ICDHyr	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM89661	MNXM1;MNXM1093495;MNXM738702	7.0		[35-40% saturated Ammonium sulfate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	46990	242	R01899		7761851.0	kcat	kcat		-	Isocitrate;NADP+
SABIO-RK	3.1.3.18	94.0		1/s	H2O;2-Phosphoglycolate	Escherichia coli	P32662	PGLYCP	ec:1.00+uniprot:1.00+metabolites:0.75=2.75	MNXM2074	MNXM222;MNXM9	7.0	25.0	[40 mM (MOPS)-NaOH, 10 mM MgCl2, 40 mM (MOPS)-NaOH, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	47120	433	R01334		13129953.0	kcat	kcat		-	Glycolate;Phosphate
SABIO-RK	6.1.1	11.0		1/s	ATP;tRNA(Asp);L-Glutamate	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2	37.0	[100 mM Hepes/KOH, 30 mM KCl, 12 mM MgCl2, 2 mM DTT, 2 mM KF, 2 mM sodium [32PPi] (2 cpm/pmol), 100 mM Hepes/KOH, 30 mM KCl, 12 mM MgCl2, 2 mM DTT, 2 mM KF, 2 mM sodium [32PPi] (2 cpm/pmol)]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47323	12292			15096612.0	kcat	kcat		-	AMP;Diphosphate;L-Glutamyl-tRNA(Asp)
SABIO-RK	6.1.1	12.0		1/s	tRNA(Asp);ATP;L-Glutamate	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47354	12292			15096594.0	kcat	kcat		-	AMP;Diphosphate;L-Glutamyl-tRNA(Asp)
SABIO-RK	6.1.1	12.0		1/s	ATP;L-Glutamate;tRNA(Asp)	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47355	12292			15096594.0	kcat	kcat		-	AMP;Diphosphate;L-Glutamyl-tRNA(Asp)
SABIO-RK	6.1.1	18.0		1/s	tRNA(Asp);L-Glutamate;ATP	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47356	12292			15096594.0	kcat	kcat		-	Diphosphate;L-Glutamyl-tRNA(Asp);AMP
SABIO-RK	6.1.1	18.0		1/s	tRNA(Asp);L-Glutamate;ATP	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47357	12292			15096594.0	kcat	kcat		-	L-Glutamyl-tRNA(Asp);Diphosphate;AMP
SABIO-RK	6.1.1.17	10.0		1/s	tRNA(Glu);L-Glutamate;ATP	Escherichia coli	P04805	GLUTRS	ec:1.00+uniprot:1.00+metabolites:0.70=2.70	MNXM3;MNXM741173;MNXM90886	MNXM11;MNXM728294;MNXM731035;MNXM731043	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47358	5179	R05578	R-HSA-379861;R-HSA-380216	15096594.0	kcat	kcat		-	AMP;Diphosphate;L-Glutamyl-tRNA(Glu)
SABIO-RK	6.1.1.17	10.0		1/s	tRNA(Glu);ATP;L-Glutamate	Escherichia coli	P04805	GLUTRS	ec:1.00+uniprot:1.00+metabolites:0.70=2.70	MNXM3;MNXM741173;MNXM90886	MNXM11;MNXM728294;MNXM731035;MNXM731043	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47361	5179	R05578	R-HSA-380216;R-HSA-379861	15096594.0	kcat	kcat		-	AMP;L-Glutamyl-tRNA(Glu);Diphosphate
SABIO-RK	6.1.1.17	10.0		1/s	tRNA(Glu);ATP;L-Glutamate	Escherichia coli	P04805	GLUTRS	ec:1.00+uniprot:1.00+metabolites:0.70=2.70	MNXM3;MNXM741173;MNXM90886	MNXM11;MNXM728294;MNXM731035;MNXM731043	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47363	5179	R05578	R-HSA-379861;R-HSA-380216	15096594.0	kcat	kcat		-	L-Glutamyl-tRNA(Glu);AMP;Diphosphate
SABIO-RK	6.1.1	2.2		1/s	tRNA(Asp);ATP;L-Glutamate	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47364	12292			15096594.0	kcat	kcat		-	Diphosphate;AMP;L-Glutamyl-tRNA(Asp)
SABIO-RK	6.1.1	2.2		1/s	ATP;tRNA(Asp);L-Glutamate	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47365	12292			15096594.0	kcat	kcat		-	AMP;L-Glutamyl-tRNA(Asp);Diphosphate
SABIO-RK	6.1.1	2.2		1/s	L-Glutamate;tRNA(Asp);ATP	Escherichia coli	P27305	ASPTRS;GLUTRS	ec:0.75+metabolites:0.38=1.12	MNXM3;MNXM741173;MNXM90752	MNXM11;MNXM728294	7.2		[100 mM Na-Hepes, 10 mM MgCl2, 30 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	47366	12292			15096594.0	kcat	kcat		-	L-Glutamyl-tRNA(Asp);AMP;Diphosphate
