Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
4061,1123,0.035060151,0.034177135,0.030785368,0.03988438,0.018039031,0.173270956,-0.203373999,0.155231925,-0.221413029,-0.376644955,0.19741152,0.046764164,FALSE,,,,,,,SPO1122,,,,1,SPO_RS05695,0,
4062,849,0.002441807,0.002666419,0.002857916,0.00257737,-0.130953993,-0.229721101,-0.081194518,-0.098767108,0.049759475,0.148526583,0.198833295,0.046775679,FALSE,,,,,,,SPO0850,,,Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4),1,SPO_RS04285,0,
4063,892,0.01272209,0.014010047,0.013046887,0.014767436,-0.132206644,-0.033234645,-0.214884688,0.098971999,-0.082678044,-0.181650043,0.199466384,0.046787195,FALSE,,,,,,,SPO0892,K01589,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase) (PurK) (PDB:1B6R),1,SPO_RS04495,1,RXN0-742
4064,1255,0.00203458,0.001780543,0.001654948,0.001327974,0.248570811,0.294449926,0.617827366,0.045879115,0.369256555,0.32337744,0.20058963,0.04679871,FALSE,,,,,,,SPO1254,,,,1,SPO_RS06390,0,
4065,3221,0.004848493,0.004245294,0.004664871,0.004016876,0.187501742,0.053396632,0.263902204,-0.134105111,0.076400462,0.210505573,0.201449301,0.046810226,FALSE,,,,,,,SPO3225,K02227,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",Cobalamin biosynthesis protein CobD/CbiB (CbiB),1,SPO_RS16335,2,"RXN-6261, 6.3.1.10-RXN"
4066,2058,0.016899353,0.013287284,0.01643642,0.014812471,0.36507458,0.046780637,0.189027925,-0.318293943,-0.176046654,0.142247289,0.202905456,0.046821741,FALSE,,,,,,,SPO2056,,,Thiamine monophosphate synthase (ThiE) (PDB:1G4T) (PUBMED:19060138),1,SPO_RS10430,3,"RXN-12611, RXN-12610, THI-P-SYN-RXN"
4067,4048,0.00078635,0.000811304,0.000857842,0.00070568,-0.059793887,-0.139022354,0.143550853,-0.079228467,0.203344739,0.282573206,0.2029243,0.046833257,FALSE,,,,,,,SPOA0148,,,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)",1,SPO_RS20580,0,
4068,2293,0.011013501,0.014425313,0.014067877,0.011403202,-0.397952709,-0.352267321,-0.022615356,0.045685388,0.375337353,0.329651965,0.206045256,0.046844772,FALSE,,,,,,,SPO_tRNA-Leu-4,,,,1,SPO_RS11615,0,
4069,4057,0.00059298,0.000597597,0.000746718,0.000651638,-0.013112535,-0.344757264,-0.139606097,-0.33164473,-0.126493562,0.205151168,0.207688695,0.046856287,FALSE,,,,,,,SPOA0157,,,"Uncharacterized membrane protein YadS, UPF0324 family (YeiH)",1,SPO_RS20625,1,TRANS-RXN2K2G-7
4070,322,0.00128464,0.001112769,0.001246358,0.0012479,0.210480842,0.047298725,0.041622126,-0.163182118,-0.168858716,-0.005676599,0.208200267,0.046867803,FALSE,,,,,,,SPO0324,K03566,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS01650,0,
4071,3416,0.007666672,0.007829567,0.008232027,0.007333879,-0.029990059,-0.100867231,0.063320977,-0.070877172,0.093311036,0.164188208,0.20890375,0.046879318,FALSE,,,,,,,SPO3419,K03185,"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3),1,SPO_RS17310,0,
4072,159,0.022869617,0.019966343,0.022608397,0.018735225,0.214544319,0.016813783,0.290218044,-0.197730536,0.075673725,0.273404261,0.210137598,0.046890834,FALSE,,,,,,,SPO0161,K07684,,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)",1,SPO_RS00825,0,
4073,2094,0.011894487,0.012162769,0.013520988,0.011721252,-0.041562631,-0.19600807,0.009565709,-0.154445439,0.05112834,0.205573779,0.210404552,0.046902349,FALSE,,,,,,,SPO2092,K03743,,Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S),1,SPO_RS10610,0,
4074,410,0.009782565,0.011321392,0.009943595,0.009807406,-0.214431495,-0.025138554,-0.007864348,0.189292941,0.206567148,0.017274206,0.210712432,0.046913865,FALSE,,,,,,,SPO0410,K21029,,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,SPO_RS02075,0,
4075,453,0.002273879,0.002042519,0.001888201,0.001907438,0.155532136,0.277626957,0.255210535,0.122094821,0.099678399,-0.022416421,0.211811892,0.04692538,FALSE,,,,,,,SPO0453,,,Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V),1,SPO_RS02290,0,
4076,2580,0.022002485,0.024395631,0.026417943,0.023522655,-0.146393533,-0.258692619,-0.092046498,-0.112299086,0.054347035,0.166646121,0.211951021,0.046936895,FALSE,,,,,,,SPO2585,K02836,,Protein chain release factor PrfB (PrfB) (PDB:1GQE),1,SPO_RS13115,0,
4077,3249,0.055239278,0.06263897,0.054339308,0.058467268,-0.176611755,0.026552878,-0.081485949,0.203164633,0.095125806,-0.108038827,0.21217022,0.046948411,FALSE,,,,,,,SPO3253,K02959,,Ribosomal protein S16 (RpsP) (PDB:4V4H),1,SPO_RS16475,0,
4078,2887,0.012828259,0.011892053,0.01320784,0.01212175,0.106022714,-0.044540069,0.080139558,-0.150562783,-0.025883156,0.124679627,0.212268884,0.046959926,FALSE,,,,,,,SPO2891,K03932,,"Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)",1,SPO_RS14670,0,
4079,1762,0.008883152,0.008727217,0.009474999,0.008104704,0.024323073,-0.091260816,0.131512954,-0.11558389,0.107189881,0.222773771,0.213310048,0.046971442,FALSE,,,,,,,SPO1760,,,,1,SPO_RS08950,0,
4080,4071,0.001739749,0.001891116,0.001576708,0.001597792,-0.109386687,0.14437244,0.12602348,0.253759127,0.235410167,-0.01834896,0.213326982,0.046982957,FALSE,,,,,,,SPOA0171,,,,1,SPO_RS20695,0,
4081,2532,0.000239652,0.000292012,0.000274566,0.000310464,-0.26718154,-0.194044957,-0.372692748,0.073136583,-0.105511208,-0.178647791,0.213914865,0.046994473,FALSE,,,,,,,SPO2535,,,Acetoin utilization deacetylase AcuC or a related deacetylase (AcuC) (PDB:1C3P),1,SPO_RS12865,0,
4082,3403,0.003205534,0.003845408,0.003494717,0.00370681,-0.278858932,-0.139279218,-0.224575417,0.139579713,0.054283514,-0.085296199,0.214461087,0.047005988,FALSE,,,,,,,SPO3406,K18301,"Multidrug resistance, efflux pump MexJK-OprM","DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)",1,SPO_RS17245,0,
4083,1507,0.070529336,0.041958107,0.027206062,0.082136289,0.211347658,1.035457345,-0.742300876,0.824109687,-0.953648534,-1.777758221,0.216834459,0.047017503,FALSE,,,,,,,SPO1504,,,,1,SPO_RS22465,0,
4084,3614,0.005687728,0.00621128,0.00526845,0.005984102,-0.126083988,0.106589141,-0.077306531,0.232673129,0.048777457,-0.183895673,0.217375852,0.047029019,FALSE,,,,,,,SPO3615,K13652,,AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)!!!DNA gyrase inhibitor GyrI/SbmC (SbmC) (PDB:1JYH),1,SPO_RS18315,0,
4085,3178,0.007898363,0.007396511,0.008646715,0.007145533,0.109790162,-0.129531122,0.143048475,-0.239321285,0.033258313,0.272579597,0.223467015,0.047040534,FALSE,,,,,,,SPO3182,,,"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",1,SPO_RS16120,0,
4086,68,0.019813399,0.018794898,0.022866326,0.019355653,0.057759965,-0.222958768,0.016988178,-0.280718733,-0.040771788,0.239946946,0.224771831,0.04705205,FALSE,,,,,,,SPO0068,,,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)",1,SPO_RS00345,0,
4087,3885,0.008874846,0.00785428,0.007561858,0.008054802,0.172644091,0.227816106,0.138243592,0.055172015,-0.034400499,-0.089572514,0.225830158,0.047063565,FALSE,,,,,,,SPO3883,,,Esterase/lipase superfamily enzyme,1,SPO_RS19710,0,
4088,482,0.067166638,0.078529783,0.079311485,0.074414613,-0.228919901,-0.240196011,-0.152218743,-0.01127611,0.076701158,0.087977268,0.227204698,0.047075081,FALSE,,,,,,,SPO0482,K03937,"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",,1,SPO_RS02430,0,
4089,2500,0.088089325,0.117784091,0.093164482,0.096251523,-0.406885346,-0.090113215,-0.138605099,0.316772131,0.268280247,-0.048491884,0.228261541,0.047086596,FALSE,,,,,,,SPO2503,,,Cell division protein FtsN (FtsN) (PDB:1UTA),1,SPO_RS12705,0,
4090,4304,0.001290419,0.001229852,0.001200694,0.001069776,0.072340487,0.106114933,0.277768076,0.033774446,0.205427589,0.171653143,0.228872464,0.047098111,FALSE,,,,,,,SPOA0407,K09461,,"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)!!!2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)",1,SPO_RS21895,1,RXN-11740
4091,409,0.012934834,0.011183649,0.011195222,0.011688931,0.204708597,0.202761029,0.142771374,-0.001947569,-0.061937224,-0.059989655,0.229281994,0.047109627,FALSE,,,,,,,SPO0409,K01520,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",dUTP pyrophosphatase (dUTPase) (Dut) (PDB:1DUC),1,SPO_RS02070,1,DUTP-PYROP-RXN
4092,1941,0.059215471,0.065494637,0.057136175,0.059144705,-0.144840086,0.052904362,-0.000470523,0.197744449,0.144369564,-0.053374885,0.230112858,0.047121142,FALSE,,,,,,,SPO1939,K01999,,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",1,SPO_RS09845,0,
4093,1730,0.012010421,0.009970393,0.011741051,0.011592857,0.256381946,0.018824038,0.039678161,-0.237557907,-0.216703785,0.020854123,0.232329566,0.047132658,FALSE,,,,,,,SPO1728,,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",1,SPO_RS08795,0,
4094,2664,0.002563951,0.002177564,0.002442405,0.0022687,0.227749678,0.063591219,0.166788131,-0.16415846,-0.060961548,0.103196912,0.232623361,0.047144173,FALSE,,,,,,,SPO2668,K21645,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS13535,0,
4095,3737,0.010072742,0.010150079,0.008314724,0.009775396,-0.005953082,0.272976849,0.036257507,0.278929931,0.042210589,-0.236719342,0.233360533,0.047155689,FALSE,,,,,,,SPO3736,,,Peroxiredoxin (AHP1) (PDB:1H4O),1,SPO_RS18960,0,
4096,2950,0.012407433,0.010360995,0.01079006,0.011096078,0.255947173,0.193804157,0.153299947,-0.062143017,-0.102647226,-0.040504209,0.234281558,0.047167204,FALSE,,,,,,,SPO2954,K01934,,5-formyltetrahydrofolate cyclo-ligase (FAU1) (PDB:1SBQ),1,SPO_RS14980,1,5-FORMYL-THF-CYCLO-LIGASE-RXN
4097,3495,0.005547967,0.00770184,0.004215375,0.009109021,-0.402496456,0.487349194,-0.654564935,0.88984565,-0.252068479,-1.141914129,0.23587474,0.047178719,FALSE,,,,,,,SPO_tRNA-Met-4,,,,1,SPO_RS17710,0,
4098,3654,0.018092173,0.017389443,0.017283899,0.020151019,0.053264067,0.063892864,-0.159123492,0.010628797,-0.21238756,-0.223016357,0.23600847,0.047190235,FALSE,,,,,,,SPO3654,K00076,,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",1,SPO_RS18520,0,
4099,3878,0.004523801,0.005212948,0.005606153,0.004368544,-0.219883775,-0.3373642,0.028133159,-0.117480425,0.248016934,0.365497359,0.236414456,0.04720175,FALSE,,,,,,,SPO3876,,,,1,SPO_RS19670,0,
4100,2857,0.013023907,0.014439268,0.015199542,0.014066897,-0.148790178,-0.22148943,-0.104491767,-0.072699252,0.044298412,0.116997664,0.238135939,0.047213266,FALSE,,,,,,,SPO2861,,,Predicted metal-binding protein,1,SPO_RS14525,0,
4101,4266,0.001777282,0.001920598,0.00164806,0.001573405,-0.112029287,0.129154557,0.175858576,0.241183844,0.287887863,0.046704019,0.238300471,0.047224781,FALSE,,,,,,,SPOA0369,K07233,,Uncharacterized conserved protein involved in copper resistance (PcoB),1,SPO_RS21705,0,
4102,1342,0.015646161,0.01462554,0.013427023,0.012480294,0.084564235,0.217532019,0.312962109,0.132967784,0.228397873,0.09543009,0.239148014,0.047236297,FALSE,,,,,,,SPO1342,,,,1,SPO_RS06840,0,
4103,1245,0.016124622,0.019022439,0.018080194,0.016586278,-0.234780548,-0.157797493,-0.040562829,0.076983054,0.194217719,0.117234664,0.240187111,0.047247812,FALSE,,,,,,,SPO1244,K02356,,Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A) (Efp) (PDB:1UEB),1,SPO_RS06335,0,
4104,3255,0.016325131,0.018416712,0.019715345,0.019360729,-0.164418798,-0.26961523,-0.246776856,-0.105196433,-0.082358058,0.022838374,0.240968609,0.047259327,FALSE,,,,,,,SPO3259,K00554,,tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P),1,SPO_RS16505,2,"RXN-12458, RXN-14517"
4105,3098,5.73934076830877e-06,1.89010544681183e-05,1.10009255588266e-05,1.76514727556354e-05,,,,0.696904822,-0.057249111,-0.754153933,0.245599865,0.047270843,FALSE,,,,,,,SPO3102,K04782,,Chorismate mutase (PheA) (PDB:1ECM),1,SPO_RS15720,1,CHORISMATEMUT-RXN
4106,1145,0.000295985,0.00033296,0.000403958,0.000316904,-0.197982335,-0.463272169,-0.121624779,-0.265289835,0.076357556,0.34164739,0.247050159,0.047282358,FALSE,,,,,,,SPO1144,,,"Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)",1,SPO_RS05805,0,
4107,623,0.004128489,0.003932597,0.00490618,0.003501716,0.136606788,-0.246427307,0.238044213,-0.383034095,0.101437425,0.48447152,0.247742535,0.047293874,FALSE,,,,,,,SPO0621,,,Ankyrin repeat (ANKYR) (PDB:6AUN),1,SPO_RS03135,0,
4108,3073,0.01117162,0.01121131,0.009628915,0.009943049,-0.0089016,0.20771673,0.159178809,0.21661833,0.168080409,-0.048537921,0.248687949,0.047305389,FALSE,,,,,,,SPO3077,K03568,,Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038),1,SPO_RS15590,1,RXN0-3221
4109,2164,0.006495508,0.00710288,0.006424145,0.006290149,-0.125819465,0.016341049,0.046613572,0.142160514,0.172433037,0.030272523,0.248838852,0.047316905,FALSE,,,,,,,SPO2162,,,,1,SPO_RS10960,0,
4110,784,0.003690615,0.004124489,0.003678271,0.003834246,-0.161137846,0.006632232,-0.057305869,0.167770079,0.103831977,-0.063938102,0.249939789,0.04732842,FALSE,,,,,,,SPO0785,K00883,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",2-keto-3-deoxy-galactonokinase (DgoK) (PDB:3R1X),1,SPO_RS03960,1,DEHYDDEOXGALACTKIN-RXN
4111,2628,0.140444781,0.102187096,0.114072668,0.052393081,0.348497943,0.182946356,1.319262254,-0.165551588,0.970764311,1.136315899,0.251200056,0.047339936,FALSE,,,,,,,SPO2633,,,,1,SPO_RS13355,0,
4112,2339,0.014109089,0.01535522,0.015318932,0.016498853,-0.116987273,-0.118868098,-0.224956379,-0.001880825,-0.107969106,-0.106088281,0.253026865,0.047351451,FALSE,,,,,,,SPO2337,K22522,,"Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family (PpnN) (PDB:2PMB) (PUBMED:25728768;27941785;31023582;31420341)",1,SPO_RS11845,0,
4113,2732,0.012117448,0.016727758,0.017746502,0.012454915,-0.485765936,-0.545908699,-0.025158097,-0.060142763,0.460607839,0.520750602,0.253175395,0.047362966,FALSE,,,,,,,SPO_tRNA-Ser-4,,,,1,SPO_RS13905,0,
4114,1440,0.00642136,0.005092714,0.005678871,0.005272704,0.324967535,0.168931284,0.284805071,-0.156036251,-0.040162464,0.115873787,0.253910531,0.047374482,FALSE,,,,,,,SPO1437,,,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",1,SPO_RS07325,0,
4115,2401,4.28426868569603e-05,1.76049142117077e-05,7.94373916657468e-06,3.89762717354019e-05,1.904310284,inf,0.491482754,inf,-1.41282753,,0.25539376,0.047385997,FALSE,,,,,,,SPO2403,,,"Transposase and inactivated derivatives, IS30 family (Tra8)!!!Site-specific recombinase XerD (XerD) (PDB:1A0P)",0,,,
4116,240,0.235689619,0.263468932,0.104175554,0.132832665,-0.055113764,1.408000756,0.813974171,1.46311452,0.869087935,-0.594026585,0.255651818,0.047397513,FALSE,,,,,,,SPO_Sp16SA,,,,1,SPO_RS01235,0,
4117,3496,0.000426262,0.000303062,0.000330769,0.000475254,0.389107594,0.27745795,-0.248274471,-0.111649644,-0.637382065,-0.525732421,0.256890328,0.047409028,FALSE,,,,,,,SPO3498,K02358,,"Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)",1,SPO_RS17715,0,
4118,731,0.004031486,0.004192049,0.004410158,0.004385229,-0.056720532,-0.130788091,-0.120783412,-0.074067559,-0.064062881,0.010004678,0.257007442,0.047420544,FALSE,,,,,,,SPO0732,K00111,,Glycerol-3-phosphate dehydrogenase (GlpA) (PDB:2RGH),1,SPO_RS03695,6,"RXN-15745, RXN0-5258-Yeast, RXN-15740, RXN-21405, RXN0-5260, GLYC3PDEHYDROG-RXN"
4119,3558,0.001441784,0.001631702,0.001596885,0.001454819,-0.178442122,-0.146486602,-0.005318496,0.03195552,0.173123626,0.141168106,0.257641295,0.047432059,FALSE,,,,,,,SPO3559,K21307,,Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1),1,SPO_RS18030,0,
4120,2454,0.023020636,0.033595511,0.022894496,0.023303573,-0.50419784,0.059362992,-0.002101725,0.563560832,0.502096115,-0.061464717,0.257801678,0.047443574,FALSE,,,,,,,SPO2457,K00097,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6),1,SPO_RS12480,1,RXN-13179
4121,3879,0.000667064,0.000679162,0.000798705,0.000688361,-0.027428507,-0.258287253,-0.034988244,-0.230858746,-0.007559736,0.22329901,0.258819429,0.04745509,FALSE,,,,,,,SPO3877,K23988,,"Protein-tyrosine-phosphatase (Wzb) (PDB:4D74) (PUBMED:26641313)!!!DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)",1,SPO_RS19675,0,
4122,3978,0.017711414,0.007137259,0.011953223,0.014204862,1.175006174,0.467935508,0.157632562,-0.707070666,-1.017373612,-0.310302945,0.264721815,0.047466605,FALSE,,,,,,,SPOA_tRNA-Phe-1,,,,1,SPO_RS20175,0,
4123,702,0.004816188,0.004043244,0.004252211,0.004651167,0.247318366,0.181399268,0.04549462,-0.065919098,-0.201823746,-0.135904648,0.265414792,0.047478121,FALSE,,,,,,,SPO0703,K02031,,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)",1,SPO_RS03550,0,
4124,2944,0.009568235,0.008882092,0.010449814,0.009625568,0.099672578,-0.13432474,-0.017840677,-0.233997318,-0.117513255,0.116484063,0.265639491,0.047489636,FALSE,,,,,,,SPO2948,K04033,,"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",1,SPO_RS14950,0,
4125,2868,0.012735333,0.012319883,0.011642126,0.012299429,0.0476122,0.131468035,0.050884341,0.083855836,0.003272142,-0.080583694,0.266789363,0.047501152,FALSE,,,,,,,SPO2872,K02224,"Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide","Cobyrinic acid a,c-diamide synthase (CobB)",1,SPO_RS14580,4,"R341-RXN, RXN-8769, RXN-14256, RXN-14257"
4126,1564,0.002872045,0.002605595,0.002608126,0.002385096,0.14077252,0.140231059,0.265185101,-0.000541462,0.124412581,0.124954042,0.266949973,0.047512667,FALSE,,,,,,,SPO1561,,,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1,SPO_RS07945,0,
4127,3960,0.001125174,0.001075062,0.000977655,0.000994438,0.070164933,0.207670448,0.178259245,0.137505514,0.108094311,-0.029411203,0.267618945,0.047524182,FALSE,,,,,,,SPOA0063,K00315,,Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),1,SPO_RS20090,0,
4128,1340,0.001499688,0.001135462,0.00115646,0.001138664,0.420786204,0.380292786,0.416963142,-0.040493419,-0.003823062,0.036670357,0.267796653,0.047535698,FALSE,,,,,,,SPO1340,,,Uncharacterized membrane protein YhhN (YhhN),1,SPO_RS06830,2,"3.3.2.2-RXN, 3.3.2.5-RXN"
4129,1239,0.003421252,0.00617996,0.00754213,0.005244104,-0.7852484,-1.081154574,-0.559986155,-0.295906175,0.225262245,0.521168419,0.267801502,0.047547213,FALSE,,,,,,,SPO_tRNA-Cys-2,,,,1,SPO_RS06305,0,
4130,82,0.023366996,0.024893081,0.026669486,0.02171957,-0.096015692,-0.190035082,0.100990708,-0.09401939,0.1970064,0.291025791,0.267864932,0.047558729,FALSE,,,,,,,SPO0082,K06041,CMP-KDO biosynthesis,CBS domain (CBS) (PDB:1B3O)!!!D-arabinose 5-phosphate isomerase GutQ (GutQ) (PDB:5UQI),1,SPO_RS00415,0,
4131,4284,0.003118836,0.002595281,0.002884749,0.002760458,0.270255964,0.115728743,0.178477205,-0.154527221,-0.091778758,0.062748462,0.26811819,0.047570244,FALSE,,,,,,,SPOA0387,,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS21795,0,
4132,40,0.034259669,0.036142942,0.041633794,0.032120774,-0.099298755,-0.308483861,0.062582887,-0.209185106,0.161881642,0.371066748,0.268270679,0.04758176,FALSE,,,,,,,SPO0041,,,Uncharacterized membrane protein!!!Uncharacterized conserved protein YraI (YraI) (PDB:2E52),1,SPO_RS22085,0,
4133,3972,0.015335942,0.013788318,0.015240496,0.014017988,0.153229921,0.010656966,0.136097403,-0.142572955,-0.017132518,0.125440437,0.268884685,0.047593275,FALSE,,,,,,,SPOA0075,,,,1,SPO_RS20150,0,
4134,2974,0.005267584,0.004756628,0.004874037,0.004807559,0.148672055,0.111405329,0.131297296,-0.037266726,-0.017374759,0.019891967,0.269068045,0.04760479,FALSE,,,,,,,SPO2978,,,"Adenylate cyclase, class 3 (AcyC) (PDB:1AB8)",1,SPO_RS22290,0,
4135,531,0.018350195,0.020063047,0.019153258,0.017827659,-0.123820989,-0.061588783,0.043443713,0.062232206,0.167264703,0.105032496,0.270140617,0.047616306,FALSE,,,,,,,SPO0529,,,,1,SPO_RS02670,0,
4136,302,0.031514772,0.030807818,0.036880426,0.036054307,0.034520568,-0.219763314,-0.183309894,-0.254283882,-0.217830462,0.03645342,0.271389492,0.047627821,FALSE,,,,,,,SPO0304,,,,1,SPO_RS01545,0,
4137,1316,0.023094435,0.021903245,0.020129786,0.018366011,0.078609874,0.19643433,0.324472125,0.117824456,0.24586225,0.128037795,0.27219928,0.047639337,FALSE,,,,,,,SPO1316,,,,1,SPO_RS06710,0,
4138,1459,0.002442621,0.002603746,0.002659362,0.002463972,-0.094425548,-0.124822497,-0.012017113,-0.030396948,0.082408436,0.112805384,0.273724856,0.047650852,FALSE,,,,,,,SPO1456,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS07420,0,
4139,4311,0.05067337,0.057374648,0.045156663,0.051255924,-0.205191451,0.135758457,-0.047592088,0.340949907,0.157599362,-0.183350545,0.274595905,0.047662368,FALSE,,,,,,,SPOA0415,K03636,,,1,SPO_RS21930,0,
4140,3800,1.32118056717554e-05,4.47948918808833e-05,1.07547314329481e-05,7.23485518331993e-06,-1.201023624,0.428627871,0.876996762,1.629651495,2.078020386,0.44836889,0.274870419,0.047673883,FALSE,,,,,,,SPO_Sp23SC,,,,1,SPO_RS19270,0,
4141,4081,0.001966145,0.00207149,0.002526359,0.002089642,-0.140461387,-0.424655417,-0.152555906,-0.28419403,-0.012094519,0.272099511,0.275968383,0.047685398,FALSE,,,,,,,SPOA0183,K07152,,"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family (Sco1) (PDB:1ON4)",1,SPO_RS20750,0,
4142,867,0.011513061,0.010795195,0.010516472,0.011423285,0.094696652,0.130955936,0.014052436,0.036259284,-0.080644216,-0.116903499,0.279145554,0.047696914,FALSE,,,,,,,SPO0868,K07278,,Outer membrane translocation and assembly module TamA (TamA) (PDB:4BZA),1,SPO_RS04375,0,
4143,1996,0.01472677,0.013713357,0.013233872,0.012716874,0.099171934,0.152073727,0.20614504,0.052901793,0.106973106,0.054071313,0.279955116,0.047708429,FALSE,,,,,,,SPO1994,K12537,,Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),1,SPO_RS10115,0,
4144,1496,0.000878819,0.001079963,0.001011731,0.000879651,-0.276853631,-0.20133542,0.000300091,0.075518211,0.277153722,0.201635511,0.280202759,0.047719945,FALSE,,,,,,,SPO1493,K11963,,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",1,SPO_RS07605,0,
4145,4198,0.000475928,0.000516155,0.000534009,0.000580956,-0.123189956,-0.175051549,-0.288089686,-0.051861592,-0.164899729,-0.113038137,0.280379776,0.04773146,FALSE,,,,,,,SPOA0299,K01997,,"Branched-chain amino acid ABC-type transport system, permease component (LivH)",1,SPO_RS21335,0,
4146,2001,0.001312435,0.00084159,0.000766987,0.000313847,0.724843013,0.631028221,1.869773414,-0.093814792,1.144930401,1.238745193,0.283168912,0.047742976,FALSE,,,,,,,SPO1999,,,,1,SPO_RS23090,0,
4147,4098,0.001456767,0.001319127,0.00133984,0.001282061,0.14343323,0.121239885,0.184166759,-0.022193345,0.04073353,0.062926875,0.283899471,0.047754491,FALSE,,,,,,,SPOA0200,,,,1,SPO_RS22350,0,
